Identifier,Price,Price_cat,Month_sold,Year_sold,Sale_type,Type,Area,Size,Street_front,Plot_shape,Incline,SlopeType,Condition,Year_Built,Year_Renov,Water,Tarred_road,Culdesac,Corner,Roof_Type,Bathrooms,Bedrooms,KitchenCondition,Braais_Fireplaces,Garages,Driveway,Pool,BusyStreet,NearRail,NearGreen
28378385,3150000,High,10,2016,Normal,Double storey,Residential,1169,,Irregular,Flat,Gentle,7,1993,1993,1,Yes,0,0,Traditional,3.5,3,0,1,3,Paved,Yes,0,0,0
28441405,2520000,High,1,2016,Other,Double storey,Residential,1156,23,Irregular,Flat,Gentle,7,2005,2006,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,1,0
28441445,3368200,High,9,2016,Other,Single storey,Residential,1414,15,Irregular,Flat,Gentle,7,2006,2006,1,Yes,1,0,Traditional,3.5,2,0,1,3,Paved,Yes,0,1,0
28441465,4230000,High,1,2016,Other,Single storey,Residential,1941,15,Irregular,Flat,Gentle,7,2005,2006,1,Yes,1,0,Traditional,2.5,1,1,1,3,Paved,Yes,0,1,0
28441475,2900000,High,5,2016,Other,Single storey,Residential,946,26,Irregular,Flat,Gentle,7,2006,2006,1,Yes,1,0,Traditional,3,3,0,1,2,Paved,Yes,0,1,0
28451375,2320000,High,4,2016,Normal,Single storey,Residential,807,22,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,2,3,0,0,3,Paved,Yes,0,0,0
28457355,1990000,Average,9,2016,Other,Single storey,Residential,1016,26,Regular,Flat,Gentle,7,2006,2006,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,Yes,1,0,0
28468545,1986000,Average,10,2016,Other,Single storey,Residential,803,22,Regular,Flat,Gentle,7,2006,2006,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
28489355,4057490,High,11,2016,Other,Double storey,Residential,1223,30,Regular,Flat,Gentle,7,2006,2006,1,Yes,0,1,Traditional,4.5,3,1,1,3,Paved,Yes,1,0,0
28489375,2326000,High,6,2016,Other,Single storey,Residential,1042,25,Regular,Flat,Gentle,7,2006,2006,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
28492415,2660000,High,8,2016,Other,Double storey,Residential,997,26,Regular,Flat,Gentle,7,2006,2006,1,Yes,0,0,Traditional,2.5,3,0,1,3,Paved,Yes,0,0,0
28492445,1865000,Average,3,2016,Other,Double storey,Residential,755,20,Regular,Flat,Gentle,6,2005,2006,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
28492455,2008250,Average,2,2016,Normal,Double storey,Residential,755,20,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
28492495,1970000,Average,8,2016,Other,Double storey,Residential,755,20,Regular,Flat,Gentle,6,2006,2006,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
28500455,1850000,Average,5,2016,Other,Single storey,Residential,669,18,Regular,Flat,Gentle,6,2006,2006,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
28500465,1760000,Average,4,2016,Normal,Single storey,Residential,697,19,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
28500475,1877500,Average,8,2016,Other,Single storey,Residential,669,18,Regular,Flat,Gentle,6,2006,2006,1,Yes,0,0,Traditional,3,2,0,1,2,Paved,Yes,0,0,0
31375425,1395000,Average,1,2016,Normal,Single storey,Residential,718,23,Irregular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,1.5,3,0,0,0,Paved,Yes,0,0,0
31379355,1868000,Average,10,2016,Other,Single storey,Residential,1024,28,Irregular,Flat,Gentle,6,2005,2006,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
31387405,1320000,Average,3,2016,Other,Single storey,Residential,1214,19,Regular,Flat,Gentle,6,2005,2006,1,Yes,0,0,Traditional,1.5,3,0,0,0,Paved,Yes,0,1,0
31387415,1425000,Average,3,2016,Other,Single storey,Residential,1214,19,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,1.5,3,0,0,2,Paved,No,0,1,0
31387445,1580000,Average,5,2016,Other,Single storey,Residential,1214,19,Regular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,1,0
31388375,1840000,Average,4,2016,Normal,Double storey,Residential,725,20,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
31388395,1849000,Average,3,2016,Normal,Double storey,Residential,709,23,Irregular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
31391375,1870000,Average,7,2016,Normal,Double storey,Residential,771,21,Irregular,Flat,Gentle,6,1997,1998,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
31462385,1759000,Average,7,2016,Normal,Double storey,Residential,665,20,Regular,Flat,Gentle,6,1992,1992,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
31463635,2485000,High,10,2016,Other,Double storey,Residential,870,21,Irregular,Flat,Gentle,6,1992,1993,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
31464425,1720000,Average,7,2016,Normal,Estate,Residential,667,15,Regular,Flat,Gentle,6,1990,1991,1,Yes,0,0,Traditional,3,2,0,0,2,Paved,Yes,0,0,0
31464445,1510000,Average,6,2016,Normal,Estate,Residential,667,15,Regular,Flat,Gentle,6,1991,1991,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
31464555,1500000,Average,7,2016,Normal,Double storey,Residential,838,,Irregular,Flat,Gentle,6,1994,1994,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,1,0
31490355,1070000,Low,11,2016,Normal,Single storey,Residential,827,,Regular,Flat,Gentle,4,1966,1966,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,Yes,0,0,0
31491375,1199000,Low,7,2016,Other,Single storey,Residential,725,18,Regular,Flat,Gentle,5,1965,1965,1,Yes,0,1,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
32363405,1295000,Low,7,2016,Normal,Single storey,Residential,845,21,Regular,Flat,Gentle,5,1962,1962,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,No,0,1,0
32363435,1250000,Low,11,2016,Other,Duplex,Residential,845,21,Regular,Flat,Gentle,5,1963,1963,1,Yes,0,0,Traditional,3,6,0,0,2,Paved,No,0,1,0
32363495,1195000,Low,8,2016,Normal,Duplex,Residential,829,21,Regular,Flat,Gentle,6,1977,1977,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,No,0,1,0
32365375,1440000,Average,3,2016,Normal,Single storey,Residential,858,,Irregular,Flat,Gentle,6,1962,2002,1,Yes,0,0,Traditional,1,2,0,1,2,Paved,Yes,0,0,0
32365525,1510000,Average,7,2016,Normal,Double storey,Residential,787,27,Irregular,Flat,Gentle,7,1977,1995,1,Yes,0,1,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
32388425,1260000,Low,7,2016,Normal,Single storey,Residential,865,,Irregular,Flat,Gentle,5,1965,1965,1,Yes,1,0,Traditional,1,3,0,0,1,Paved,No,0,1,0
32388525,1160000,Low,11,2016,Normal,Single storey,Residential,785,20,Regular,Flat,Gentle,6,1968,1968,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,0,1,0
32388595,1335000,Average,10,2016,Normal,Single storey,Residential,802,,Irregular,Flat,Gentle,6,1963,1963,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,1,0
32390395,1208750,Low,1,2016,Normal,Single storey,Residential,1213,,Irregular,Flat,Gentle,6,1965,1965,1,Yes,1,0,Traditional,1.5,3,0,0,1,Paved,No,0,0,0
32390415,1370000,Average,11,2016,Normal,Single storey,Residential,1257,,Irregular,Flat,Gentle,6,1965,1965,1,Yes,1,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
32390475,1240000,Low,4,2016,Normal,Single storey,Residential,745,,Irregular,Flat,Gentle,6,1964,1964,1,Yes,0,0,Traditional,1,3,0,0,0,Paved,No,0,0,0
32390505,1350000,Average,6,2016,Normal,Single storey,Residential,650,20,Regular,Flat,Gentle,6,1961,1994,1,Yes,0,0,Traditional,1,3,0,1,1,Paved,No,1,0,0
32390565,1292000,Low,6,2016,Normal,Single storey,Residential,817,,Irregular,Flat,Gentle,6,1967,1967,1,Yes,0,0,Traditional,1,3,0,1,1,Paved,Yes,0,0,0
32488395,2600000,High,1,2016,Normal,Double storey,Residential,1331,30,Irregular,Down,Gentle,6,1974,1974,1,Yes,0,1,Traditional,4,3,0,4,2,Paved,Yes,0,0,0
33122475,2600000,High,4,2016,Normal,Double storey,Residential,1492,37,Regular,Flat,Gentle,7,1991,1992,1,Yes,0,1,Traditional,2.5,4,0,1,2,Paved,Yes,0,0,0
33137465,3340000,High,10,2016,Normal,Double storey,Residential,1024,32,Regular,Up,Moderate,7,1992,1993,1,Yes,0,0,Traditional,3.5,3,0,3,3,Paved,Yes,0,0,0
33139425,3100000,High,11,2016,Other,Double storey,Residential,1351,,Irregular,Flat,Gentle,8,1993,1993,1,Yes,0,1,Traditional,3.5,5,0,1,3,Paved,Yes,0,0,0
33140375,2680000,High,7,2016,Normal,Double storey,Residential,1240,,Irregular,Flat,Gentle,6,1992,2000,1,Yes,1,0,Traditional,3.5,4,0,1,2,Paved,Yes,0,0,0
33140435,2620000,High,7,2016,Normal,Single storey,Residential,1158,27,Regular,Flat,Gentle,7,1994,1995,1,Yes,0,1,Traditional,3,2,0,1,3,Paved,Yes,0,0,0
33218385,1764000,Average,5,2016,Normal,Estate,Residential,337,10,Regular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,1.5,1,0,1,2,Paved,Yes,0,0,0
33220395,1970000,Average,4,2016,Normal,Estate,Residential,308,11,Irregular,Flat,Gentle,7,2005,2005,1,Yes,0,0,Traditional,2.5,1,0,1,2,Paved,Yes,0,0,0
33224445,1510000,Average,6,2016,Normal,Estate,Residential,295,9,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,2.5,2,0,0,2,Paved,Yes,0,0,0
33224455,1474000,Average,7,2016,Normal,Estate,Residential,236,7,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,2.5,2,0,0,2,Paved,Yes,0,0,0
33224465,1499000,Average,7,2016,Normal,Estate,Residential,236,7,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,2.5,2,0,0,2,Paved,Yes,0,0,0
33224475,1441520,Average,4,2016,Other,Estate,Residential,295,9,Regular,Flat,Gentle,6,2005,2005,1,Yes,0,0,Traditional,2.5,2,0,0,2,Paved,Yes,0,0,0
33233425,1660000,Average,6,2016,Normal,Estate,Residential,279,,Regular,Flat,Gentle,6,2000,2000,1,Yes,0,0,Traditional,2.5,2,0,0,2,Paved,Yes,0,0,0
33235355,1839000,Average,3,2016,Normal,Estate,Residential,347,11,Regular,Flat,Gentle,6,1999,1999,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
33235425,1650000,Average,4,2016,Normal,Estate,Residential,246,,Regular,Flat,Gentle,6,2000,2000,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
33235455,1390000,Average,7,2016,Normal,Estate,Residential,413,,Irregular,Flat,Gentle,6,2003,2003,1,Yes,0,0,Traditional,2.5,2,0,0,2,Paved,Yes,0,0,0
33253355,2000000,Average,11,2016,Normal,Double storey,Residential,772,35,Irregular,Flat,Gentle,6,1997,1998,1,Yes,0,1,Traditional,2.5,3,0,1,1,Paved,Yes,0,0,0
33254375,2210000,High,9,2016,Normal,Single storey,Residential,667,18,Irregular,Flat,Gentle,7,2001,2002,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
33262475,2700000,High,4,2016,Normal,Estate,Residential,887,9,Irregular,Flat,Gentle,7,1995,1996,1,Yes,1,0,Traditional,2.5,2,1,1,2,Paved,Yes,0,0,0
33264365,1650000,Average,6,2016,Normal,Single storey,Residential,1045,,Irregular,Flat,Gentle,6,1977,1977,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
33265375,2140000,High,5,2016,Normal,Estate,Residential,349,,Irregular,Flat,Gentle,7,1980,1980,1,Yes,1,0,Traditional,2,1,0,3,2,Paved,Yes,0,0,0
33265395,1880000,Average,9,2016,Normal,Estate,Residential,338,11,Irregular,Flat,Gentle,7,1980,1980,1,Yes,1,0,Traditional,2,1,0,1,2,Paved,Yes,0,0,0
33265435,1900000,Average,7,2016,Normal,Estate,Residential,360,12,Irregular,Flat,Gentle,7,1980,1980,1,Yes,0,0,Traditional,2,1,0,1,2,Paved,Yes,0,0,0
33265505,1700000,Average,7,2016,Normal,Estate,Residential,360,12,Irregular,Flat,Gentle,7,1978,1978,1,Yes,0,0,Traditional,2,1,0,1,2,Paved,Yes,0,0,0
33362395,3850000,High,11,2016,Normal,Single storey,Residential,4670,21,Irregular,Down,Gentle,7,1981,1987,1,Yes,0,0,Traditional,2.5,0,0,1,3,Paved,Yes,0,0,0
34137555,1465000,Average,7,2016,Normal,Duplex,Residential,1218,24,Irregular,Flat,Gentle,6,1972,1972,1,Yes,0,1,Traditional,3,2,0,0,2,Paved,Yes,1,1,0
34138405,1700000,Average,9,2016,Normal,Double storey,Residential,947,31,Irregular,Flat,Gentle,7,1968,1992,1,Yes,0,0,Traditional,3,4,0,1,2,Paved,Yes,0,0,0
34139535,2625000,High,6,2016,Normal,Single storey,Residential,1931,,Irregular,Flat,Gentle,7,1968,2003,1,Yes,1,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,1
34139615,1799000,Average,5,2016,Normal,Double storey,Residential,1087,27,Regular,Flat,Gentle,6,1968,1968,1,Yes,0,1,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
34140555,2500000,High,8,2016,Normal,Double storey,Residential,1025,,Irregular,Flat,Gentle,7,1968,1984,1,Yes,0,1,Traditional,3.5,4,0,1,2,Paved,Yes,0,0,1
34141575,1651500,Average,11,2016,Normal,Double storey,Residential,966,24,Regular,Flat,Gentle,6,1972,1972,1,Yes,0,0,Traditional,3,4,0,1,2,Paved,Yes,0,0,0
34187445,1645000,Average,4,2016,Normal,Single storey,Residential,942,24,Regular,Flat,Gentle,7,1967,1967,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,1,0
34188595,1400000,Average,7,2016,Normal,Single storey,Residential,892,24,Regular,Flat,Gentle,6,1969,1969,1,Yes,0,0,Traditional,1.5,3,0,0,2,Paved,No,0,0,0
34213475,1355000,Average,10,2016,Normal,Double storey,Residential,906,23,Regular,Flat,Gentle,5,1967,1967,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
34213575,1420000,Average,7,2016,Normal,Single storey,Residential,892,24,Regular,Flat,Gentle,5,1968,1968,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,No,1,0,0
34213595,1550000,Average,6,2016,Normal,Double storey,Residential,803,22,Regular,Flat,Gentle,5,1968,1968,1,Yes,0,0,Traditional,2.5,4,0,0,2,Paved,Yes,1,0,0
34213605,1575000,Average,8,2016,Other,Single storey,Residential,870,24,Regular,Flat,Gentle,7,1968,2004,1,Yes,0,0,Traditional,2,2,0,1,2,Paved,Yes,1,0,0
34213625,1385000,Average,11,2016,Normal,Single storey,Residential,780,21,Regular,Flat,Gentle,5,1968,1968,1,Yes,0,0,Traditional,2.5,3,0,0,1,Paved,Yes,1,0,0
34213645,1400000,Average,8,2016,Normal,Double storey,Residential,780,21,Regular,Flat,Gentle,6,1968,1968,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,1,0,0
34214365,1244000,Low,3,2016,Normal,Single storey,Residential,907,,Irregular,Flat,Gentle,5,1966,1966,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
34214525,1580000,Average,7,2016,Normal,Double storey,Residential,892,24,Regular,Flat,Gentle,6,1967,1967,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
34238405,1460000,Average,10,2016,Normal,Single storey,Residential,857,22,Regular,Flat,Gentle,7,1965,1998,1,Yes,0,1,Traditional,2.5,1,0,0,2,Paved,Yes,1,0,0
34262645,1900000,Average,6,2016,Normal,Double storey,Residential,1375,,Irregular,Flat,Gentle,6,1971,1971,1,Yes,1,0,Traditional,2.5,4,0,1,2,Paved,Yes,0,0,0
34287355,1365000,Average,1,2016,Normal,Single storey,Residential,990,,Irregular,Flat,Gentle,6,1961,1961,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
34288355,1299000,Low,7,2016,Normal,Single storey,Residential,845,21,Regular,Flat,Gentle,5,1958,1958,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,No,1,0,0
34288575,1450000,Average,6,2016,Other,Duplex,Residential,780,21,Regular,Flat,Gentle,5,1959,2005,1,Yes,0,1,Traditional,2,4,0,0,2,Paved,Yes,0,0,0
34412465,1859000,Average,6,2016,Other,Duplex,Residential,818,24,Regular,Flat,Gentle,7,1965,2000,1,Yes,0,0,Traditional,3,3,0,2,1,Paved,Yes,0,1,0
34415625,1600000,Average,3,2016,Normal,Single storey,Residential,818,24,Regular,Flat,Gentle,6,1964,1964,1,Yes,0,0,Traditional,2,3,0,2,1,Paved,Yes,0,0,0
34415745,1670000,Average,4,2016,Normal,Single storey,Residential,963,,Irregular,Flat,Gentle,6,1964,1964,1,Yes,1,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
34415785,1575000,Average,7,2016,Normal,Double storey,Residential,869,26,Regular,Flat,Gentle,6,1964,1964,1,Yes,0,0,Traditional,1.5,4,0,1,2,Paved,Yes,0,0,0
34439435,1400000,Average,3,2016,Normal,Duplex,Residential,965,23,Regular,Flat,Gentle,6,1958,1958,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,No,0,0,0
34440405,1500000,Average,7,2016,Other,Single storey,Residential,834,21,Regular,Flat,Gentle,6,1958,1991,1,Yes,0,0,Traditional,2,3,1,0,2,Paved,Yes,0,0,0
34441475,1515000,Average,5,2016,Normal,Single storey,Residential,1003,24,Regular,Flat,Gentle,6,1960,1960,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,No,0,0,0
34442395,1298000,Low,7,2016,Normal,Single storey,Residential,794,18,Regular,Flat,Gentle,7,1934,1950,1,Yes,0,0,Traditional,2,2,0,1,1,Paved,Yes,0,0,0
34442455,1370000,Average,7,2016,Normal,Single storey,Residential,1061,,Irregular,Flat,Gentle,6,1954,1954,1,Yes,0,1,Traditional,1,2,0,1,1,Paved,Yes,0,0,0
34443375,1370000,Average,5,2016,Normal,Single storey,Residential,903,21,Regular,Flat,Gentle,6,1947,1950,1,Yes,0,0,Traditional,1,2,0,1,1,Paved,Yes,0,0,0
34463395,1216000,Low,8,2016,Other,Single storey,Residential,438,16,Irregular,Flat,Moderate,6,1946,1950,1,Yes,0,0,Traditional,2.5,3,0,0,1,Paved,Yes,1,0,0
34463465,855000,Low,8,2016,Normal,Single storey,Residential,548,16,Irregular,Down,Gentle,6,1923,1958,1,Yes,0,0,Traditional,1,2,-1,0,0,Paved,No,0,0,0
34463475,799000,Low,6,2016,Normal,Single storey,Residential,541,16,Irregular,Flat,Gentle,5,1926,1953,1,Yes,0,0,Traditional,1,1,0,0,2,Paved,Yes,0,0,0
34465495,1270000,Low,6,2016,Normal,Single storey,Residential,691,28,Irregular,Flat,Gentle,7,1908,1991,1,Yes,0,0,Traditional,1,3,0,0,2,Paved,Yes,1,1,0
34467425,1610000,Average,6,2016,Normal,Single storey,Residential,892,24,Regular,Flat,Gentle,6,1961,1990,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
34487505,1465000,Average,7,2016,Other,Single storey,Residential,1009,27,Regular,Flat,Gentle,6,1952,1952,1,Yes,0,1,Traditional,2,2,0,1,1,Paved,Yes,1,0,0
34488445,1350000,Average,5,2016,Normal,Single storey,Residential,892,24,Regular,Flat,Gentle,5,1951,1951,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,No,0,0,0
34489375,1379000,Average,10,2016,Normal,Single storey,Residential,992,27,Regular,Flat,Gentle,4,1951,1951,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,Yes,0,0,0
34491475,1330000,Average,8,2016,Normal,Single storey,Residential,882,24,Regular,Flat,Gentle,7,1941,1950,1,Yes,0,0,Traditional,2,3,-1,2,1,Paved,Yes,1,0,0
34491585,1370000,Average,7,2016,Normal,Double storey,Residential,879,24,Regular,Flat,Gentle,6,1949,1973,1,Yes,0,0,Traditional,1.5,3,0,1,1,Paved,Yes,0,0,0
34491645,1210000,Low,3,2016,Normal,Single storey,Residential,919,25,Regular,Flat,Gentle,6,1954,1975,1,Yes,0,0,Traditional,1,2,0,0,1,Paved,Yes,0,0,0
35113455,1190000,Low,10,2016,Normal,Duplex,Residential,828,,Irregular,Flat,Gentle,5,1967,1967,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,No,0,0,0
35115415,1720000,Average,11,2016,Normal,Double storey,Residential,1180,,Irregular,Flat,Gentle,6,1964,1964,1,Yes,0,0,Traditional,2,3,0,2,2,Paved,Yes,0,0,0
35117505,986000,Low,12,2016,Other,Single storey,Residential,790,26,Regular,Flat,Gentle,4,1961,1961,1,Yes,0,0,Traditional,1,2,0,0,2,Paved,No,0,0,0
35137405,2260000,High,5,2016,Normal,Double storey,Residential,1319,27,Regular,Flat,Gentle,7,1966,1966,1,Yes,0,1,Traditional,2.5,4,0,2,2,Paved,Yes,0,0,0
35162585,1180000,Low,6,2016,Other,Single storey,Residential,836,23,Regular,Flat,Gentle,5,1954,1954,1,Yes,0,0,Traditional,1,2,0,0,1,Paved,No,0,0,0
35162645,2350000,High,3,2016,Other,Double storey,Residential,2361,53,Regular,Flat,Gentle,6,1918,1990,1,Yes,0,1,Traditional,3.5,4,0,1,2,Paved,Yes,1,0,0
35163425,1350000,Average,10,2016,Normal,Single storey,Residential,903,33,Irregular,Flat,Gentle,7,1963,1963,1,Yes,0,1,Traditional,1,2,0,0,2,Paved,No,0,0,0
35163475,1325000,Average,5,2016,Normal,Duplex,Residential,718,21,Regular,Flat,Gentle,6,1962,1962,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
35164415,1430000,Average,3,2016,Normal,Double storey,Residential,758,21,Regular,Flat,Gentle,6,1959,1959,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,0,0,0
35164625,1320000,Average,3,2016,Normal,Single storey,Residential,780,21,Regular,Flat,Gentle,5,1957,1957,1,Yes,0,1,Traditional,1.5,3,0,1,1,Paved,Yes,1,0,0
35188395,1452500,Average,4,2016,Normal,Single storey,Residential,1078,24,Regular,Flat,Gentle,6,1960,1960,1,Yes,0,0,Traditional,1.5,3,0,0,1,Paved,Yes,0,0,0
35189445,1620000,Average,12,2016,Normal,Single storey,Residential,893,,Irregular,Flat,Gentle,6,1958,1958,1,Yes,0,1,Traditional,1.5,3,0,1,2,Paved,Yes,1,0,0
35190445,1480000,Average,2,2016,Normal,Double storey,Residential,929,38,Regular,Flat,Gentle,6,1956,1956,1,Yes,0,1,Traditional,2,3,0,1,1,Paved,Yes,0,0,0
35191395,1410000,Average,5,2016,Normal,Single storey,Residential,1380,21,Irregular,Flat,Gentle,5,1957,1957,1,Yes,0,0,Traditional,2,2,0,1,1,Paved,Yes,0,0,0
35192365,1530000,Average,5,2016,Normal,Single storey,Residential,943,22,Regular,Flat,Gentle,6,1956,1994,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,0,0,0
35192415,1344500,Average,5,2016,Normal,Single storey,Residential,930,22,Irregular,Flat,Gentle,6,1957,1996,1,Yes,0,0,Traditional,1.5,2,0,1,1,Paved,No,0,0,0
35313355,1359600,Average,12,2016,Normal,Duplex,Residential,653,,Irregular,Flat,Gentle,5,1979,1979,1,Yes,0,1,Traditional,2,2,0,2,2,Paved,Yes,0,0,0
35313495,1560000,Average,6,2016,Other,Single storey,Residential,752,21,Regular,Flat,Gentle,7,1954,2000,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,No,0,0,0
35315395,1400000,Average,6,2016,Normal,Single storey,Residential,1051,23,Regular,Flat,Gentle,6,1954,1954,1,Yes,0,0,Traditional,1,2,0,1,2,Paved,Yes,0,0,0
35316365,1395000,Average,1,2016,Normal,Single storey,Residential,1187,20,Regular,Flat,Gentle,6,1952,2003,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,Yes,0,0,0
35317465,1550000,Average,6,2016,Normal,Single storey,Residential,945,23,Regular,Flat,Gentle,6,1951,1951,1,Yes,0,1,Traditional,1.5,2,0,1,2,Paved,No,0,0,0
35337475,1270000,Low,9,2016,Normal,Double storey,Residential,715,17,Regular,Flat,Gentle,6,1956,1956,1,Yes,0,0,Traditional,1,3,0,0,2,Paved,No,0,0,0
35337685,1335000,Average,7,2016,Normal,Single storey,Residential,1027,20,Regular,Flat,Gentle,5,1956,1956,1,Yes,0,0,Traditional,1,2,0,1,1,Paved,Yes,0,0,0
35337695,1250000,Low,11,2016,Normal,Single storey,Residential,1263,24,Regular,Down,Gentle,6,1955,1955,1,Yes,0,0,Traditional,2.5,3,0,0,1,Paved,No,0,0,0
35337795,1420000,Average,6,2016,Normal,Single storey,Residential,1433,26,Regular,Flat,Gentle,6,1951,1991,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,Yes,0,0,0
35337805,1670000,Average,12,2016,Other,Single storey,Residential,1979,36,Regular,Flat,Gentle,6,1941,1963,1,Yes,0,0,Traditional,2.5,3,0,3,3,Paved,Yes,0,0,0
35339555,1590000,Average,6,2016,Normal,Single storey,Residential,1236,21,Regular,Flat,Gentle,5,1956,2001,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
35365525,1800000,Average,7,2016,Normal,Duplex,Residential,2056,29,Regular,Flat,Gentle,5,1925,1975,1,Yes,0,0,Traditional,4.5,5,0,1,3,,Yes,1,0,0
35366475,1270000,Low,10,2016,Normal,Single storey,Residential,697,15,Regular,Flat,Gentle,6,1947,1950,1,Yes,0,0,Traditional,1.5,3,0,0,2,Paved,Yes,0,0,0
35367445,1120000,Low,5,2016,Normal,Single storey,Residential,650,15,Regular,Flat,Gentle,6,1924,1950,1,Yes,0,1,Traditional,2,2,0,0,1,Paved,Yes,1,0,0
35387385,998000,Low,10,2016,Normal,Single storey,Residential,967,18,Regular,Flat,Gentle,6,1930,2001,1,Yes,0,0,Traditional,1,2,0,0,1,,Yes,0,0,0
35388435,1170000,Low,8,2016,Normal,Single storey,Residential,502,27,Regular,Flat,Gentle,6,1954,2000,1,Yes,0,0,Traditional,1,2,0,0,1,Paved,No,0,0,0
35388445,1084800,Low,12,2016,Other,Single storey,Residential,502,18,Regular,Flat,Severe,6,1921,1968,1,Yes,0,1,Traditional,1,2,0,0,1,Paved,Yes,0,0,0
35389415,680000,Low,8,2016,Normal,Single storey,Residential,1014,18,Regular,Flat,Gentle,3,1929,1950,1,Yes,0,0,Traditional,1,2,0,0,2,,Yes,1,0,0
35389445,869000,Low,3,2016,Normal,Single storey,Residential,651,18,Regular,Flat,Gentle,6,1900,1998,1,Yes,0,1,Traditional,1,1,-1,0,1,Paved,Yes,0,0,0
35391445,1200000,Low,6,2016,Normal,Single storey,Residential,1003,18,Regular,Flat,Gentle,6,1920,1950,1,Yes,0,0,Traditional,2,2,0,1,2,Paved,Yes,0,0,0
